CV-structure	X_%PULT_Tk	B_%PULT_Tk	B_%APULT_Tk	C_%PULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	I_%APULT_Tk	N_%PULT_Tk	P_%PULT_Tk	R_%PULT_Tk	S_%PULT_Tk	S_%APULT_Tk	S_%PAPULT_Tk	V_%ULT_Tk	V_%PULT_Tk	V_%APULT_Tk	V_%PAPULT_Tk	X_nPULT_Tk	B_nPULT_Tk	B_nAPULT_Tk	C_nPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	I_nAPULT_Tk	N_nPULT_Tk	P_nPULT_Tk	R_nPULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	S_nPAPULT_Tk	V_nULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	V_nPAPULT_Tk
VCVVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	0	0	NA	NA	NA	NA
VCVVCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	55.1724137931034	44.8275862068966	0	0	88.8888888888889	11.1111111111111	0	NA	NA	NA	NA	0	0	5	NA	NA	NA	NA	NA	16	13	0	0	16	2	0
VCVVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	NA	NA	NA	NA
VCVVCVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	0	0	NA	NA	NA	NA
VCVVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
VVCC	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCCCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCCCVCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	NA	NA	NA	NA
VVCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.7777777777778	2.22222222222222	0	NA	NA	NA	NA	NA	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	660	15	0	NA	NA	NA	NA
VVCVCCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	0	0	NA	NA	NA	NA
VVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	0	0	0	8	0	0
VVCVCCVCCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
VVCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
VVCVCCVCV	NA	NA	NA	NA	0	31.5789473684211	68.4210526315789	NA	NA	NA	NA	NA	88.4615384615385	11.5384615384615	0	0	85	15	0	NA	NA	NA	NA	0	6	13	NA	NA	NA	NA	NA	23	3	0	0	17	3	0
VVCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
VVCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
VVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.0864197530864	71.9135802469136	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91	233	0	0	0	7	0
VVCVCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
VVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	0	0	0	1	0	0
VVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	2	0	0
VVCVCVCVCCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCVCVCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	NA	NA	NA	NA	NA	0	47	0	NA	NA	NA	NA
VVCVCVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0	0	NA	NA	NA	NA
VVCVCVCVCVCCVCCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCVCVCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCVCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	25	0	NA	NA	NA	NA	NA	14	0	0	NA	NA	NA	NA
VVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
VVCVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
VVCVV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	13	NA	NA	NA	NA	NA	0	59	0	NA	NA	NA	NA
VVV	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117	0	NA	NA	NA	7	0	0	NA	NA	NA	NA
VVVCV	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	62	0	NA	NA	NA	112	0	0	0	42	0	0
VVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	0	53	0	0
VVVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	0
VVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	76.6233766233766	23.3766233766234	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	18	0
VVVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0
VVVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29.4117647058824	70.5882352941177	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	12	0
VVVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0
VVVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
VVVCVVV	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	0	0	NA	NA	NA	NA
