3lett	%ULT_Ty	%PULT_Ty	%APULT_Ty	%PAPULT_Ty	nULT_Ty	nPULT_Ty	nAPULT_Ty	nPAPULT_Ty
noz	NA	100	NA	NA	NA	1	NA	NA
nub	NA	100	NA	NA	NA	2	NA	NA
nuc	NA	100	NA	NA	NA	2	NA	NA
nud	NA	100	NA	NA	NA	4	NA	NA
nul	NA	100	NA	NA	NA	1	NA	NA
num	NA	40	60	NA	NA	4	6	NA
nuo	4.166666667	75	20.83333333	NA	1	18	5	NA
nut	7.692307692	69.23076923	23.07692308	NA	1	9	3	NA
nuv	NA	80	20	NA	NA	8	2	NA
oas	NA	NA	100	NA	NA	NA	1	NA
obb	7.692307692	69.23076923	23.07692308	NA	1	9	3	NA
obi	NA	100	NA	NA	NA	2	NA	NA
obl	NA	100	NA	NA	NA	1	NA	NA
oca	NA	100	NA	NA	NA	4	NA	NA
occ	5.555555556	70.37037037	22.22222222	1.851851852	3	38	12	1
oce	NA	NA	100	NA	NA	NA	2	NA
odi	NA	90	10	NA	NA	9	1	NA
odo	NA	100	NA	NA	NA	4	NA	NA
off	2.564102564	76.92307692	20.51282051	NA	1	30	8	NA
ogg	NA	100	NA	NA	NA	3	NA	NA
ogn	NA	100	NA	NA	NA	3	NA	NA
ohi	NA	100	NA	NA	NA	1	NA	NA
oka	NA	100	NA	NA	NA	1	NA	NA
ola	NA	100	NA	NA	NA	2	NA	NA
oli	NA	45.45454545	54.54545455	NA	NA	5	6	NA
olt	NA	100	NA	NA	NA	1	NA	NA
oma	NA	100	NA	NA	NA	1	NA	NA
omb	NA	100	NA	NA	NA	6	NA	NA
ome	NA	100	NA	NA	NA	2	NA	NA
omi	NA	100	NA	NA	NA	2	NA	NA
ond	NA	87.5	12.5	NA	NA	7	1	NA
one	NA	80	20	NA	NA	4	1	NA
ono	20	40	40	NA	1	2	2	NA
oof	NA	100	NA	NA	NA	1	NA	NA
ooh	NA	100	NA	NA	NA	1	NA	NA
ooo	NA	100	NA	NA	NA	1	NA	NA
opa	NA	100	NA	NA	NA	4	NA	NA
ope	NA	80	13.33333333	6.666666667	NA	12	2	1
opi	NA	100	NA	NA	NA	2	NA	NA
opl	100	NA	NA	NA	1	NA	NA	NA
opp	NA	100	NA	NA	NA	8	NA	NA
ora	NA	100	NA	NA	NA	8	NA	NA
orb	NA	NA	100	NA	NA	NA	2	NA
orc	NA	100	NA	NA	NA	4	NA	NA
ord	13.33333333	53.33333333	33.33333333	NA	2	8	5	NA
ore	NA	100	NA	NA	NA	4	NA	NA
orf	NA	40	60	NA	NA	2	3	NA
org	4.166666667	75	20.83333333	NA	1	18	5	NA
ori	NA	85.71428571	14.28571429	NA	NA	18	3	NA
orl	NA	100	NA	NA	NA	4	NA	NA
orm	NA	100	NA	NA	NA	4	NA	NA
oro	NA	66.66666667	33.33333333	NA	NA	4	2	NA
orr	NA	71.42857143	28.57142857	NA	NA	5	2	NA
ors	NA	100	NA	NA	NA	6	NA	NA
ort	NA	100	NA	NA	NA	6	NA	NA
osa	14.28571429	71.42857143	14.28571429	NA	2	10	2	NA
osc	14.28571429	71.42857143	14.28571429	NA	1	5	1	NA
osp	30	50	20	NA	3	5	2	NA
oss	2.380952381	66.66666667	30.95238095	NA	1	28	13	NA
ost	7.692307692	76.92307692	15.38461538	NA	1	10	2	NA
ott	5.263157895	71.05263158	23.68421053	NA	2	27	9	NA
ouc	NA	100	NA	NA	NA	1	NA	NA
ova	NA	100	NA	NA	NA	1	NA	NA
ove	NA	100	NA	NA	NA	2	NA	NA
ovu	NA	100	NA	NA	NA	1	NA	NA
ovv	NA	100	NA	NA	NA	3	NA	NA
ozo	NA	100	NA	NA	NA	1	NA	NA
pac	NA	55.55555556	44.44444444	NA	NA	5	4	NA
pad	NA	100	NA	NA	NA	12	NA	NA
pae	NA	100	NA	NA	NA	5	NA	NA
paf	NA	100	NA	NA	NA	1	NA	NA
pag	10.81081081	75.67567568	13.51351351	NA	4	28	5	NA
pai	NA	100	NA	NA	NA	2	NA	NA
pal	2.040816327	79.59183673	18.36734694	NA	1	39	9	NA
pan	NA	93.10344828	6.896551724	NA	NA	27	2	NA
pap	6.666666667	60	33.33333333	NA	1	9	5	NA
par	7.894736842	69.73684211	21.05263158	1.315789474	12	106	32	2
pas	4.651162791	74.41860465	18.60465116	2.325581395	4	64	16	2
pat	NA	88.23529412	11.76470588	NA	NA	15	2	NA
pau	NA	100	NA	NA	NA	6	NA	NA
pav	NA	100	NA	NA	NA	4	NA	NA
paz	NA	100	NA	NA	NA	11	NA	NA
pec	NA	60	40	NA	NA	3	2	NA
ped	8.333333333	91.66666667	NA	NA	1	11	NA	NA
peg	25	75	NA	NA	1	3	NA	NA
pel	NA	83.33333333	16.66666667	NA	NA	10	2	NA
pen	6.329113924	74.6835443	18.98734177	NA	5	59	15	NA
pep	NA	100	NA	NA	NA	3	NA	NA
per	7.303370787	64.60674157	26.96629213	1.123595506	13	115	48	2
pes	6.52173913	71.73913043	21.73913043	NA	3	33	10	NA
pet	NA	73.33333333	26.66666667	NA	NA	11	4	NA
pez	12.5	87.5	NA	NA	1	7	NA	NA
pfu	NA	100	NA	NA	NA	1	NA	NA
pia	4	81	15	NA	4	81	15	NA
pic	5.128205128	69.23076923	25.64102564	NA	2	27	10	NA
pie	9.677419355	74.19354839	12.90322581	3.225806452	3	23	4	1
pif	NA	33.33333333	66.66666667	NA	NA	1	2	NA
pig	6.666666667	86.66666667	6.666666667	NA	1	13	1	NA
pil	NA	80	20	NA	NA	4	1	NA
pin	NA	100	NA	NA	NA	9	NA	NA
pio	8.695652174	78.26086957	13.04347826	NA	2	18	3	NA
pip	20	80	NA	NA	1	4	NA	NA
pir	NA	66.66666667	33.33333333	NA	NA	2	1	NA
pis	NA	100	NA	NA	NA	9	NA	NA
pit	NA	100	NA	NA	NA	5	NA	NA
piu	NA	100	NA	NA	NA	3	NA	NA
piz	NA	100	NA	NA	NA	5	NA	NA
pla	NA	60	40	NA	NA	3	2	NA
plu	NA	100	NA	NA	NA	2	NA	NA
po'	50	50	NA	NA	1	1	NA	NA
poc	NA	60	40	NA	NA	6	4	NA
poe	NA	50	50	NA	NA	4	4	NA
pof	NA	100	NA	NA	NA	1	NA	NA
pog	NA	100	NA	NA	NA	3	NA	NA
poi	50	50	NA	NA	1	1	NA	NA
pol	NA	72.97297297	27.02702703	NA	NA	27	10	NA
pom	NA	92.30769231	7.692307692	NA	NA	12	1	NA
pon	NA	100	NA	NA	NA	2	NA	NA
pop	NA	46.66666667	46.66666667	6.666666667	NA	7	7	1
por	5.084745763	57.62711864	34.74576271	2.542372881	6	68	41	3
pos	3.773584906	79.24528302	16.98113208	NA	2	42	9	NA
pot	6.896551724	72.4137931	20.68965517	NA	4	42	12	NA
pov	8.333333333	50	41.66666667	NA	1	6	5	NA
poz	NA	71.42857143	28.57142857	NA	NA	5	2	NA
pra	NA	65.38461538	30.76923077	3.846153846	NA	17	8	1
pre	5.111821086	67.73162939	25.23961661	1.916932907	16	212	79	6
pri	NA	78.57142857	21.42857143	NA	NA	33	9	NA
